elim_id,item,verdict,evidence,confidence,date,epoch,source
E-090,"Whole engine as a running fault (mechanical, electronic and combustion)",eliminated,"Every test the powertrain computer can run has been run and all passed with margin: per-cylinder misfire, catalysts, all four O2 sensors, cam phasers, fuel system monitor, fuel trims, injector sealing on fuel cut, 96.47 percent absolute load at WOT, 0 degrees knock retard, and no powertrain code ever. An engine-running fault would have shown itself in at least one of them.",measured,2026-09-05,post_drive,docs/f150-diagnosis.md 'THE ECU PHASE IS OVER'; CLAUDE.md; [255]
E-091,"Vibration transmission path (mounts, isolation, contact) as the remaining cause",suspect,"What is left after the ECU phase closed. Invisible to the OBD port by physics: the app's response time is 56-117 ms so it resolves 4-8 Hz at best, while first order at 650 rpm is 10.8 Hz and the firing pulse is 32.5 Hz. Everything from here is hands-on - harmonic balancer, engine mounts, contact point, and the phone accelerometer to name the frequency.",inferred,2026-09-05,post_drive,docs/f150-diagnosis.md 'What remains is vibration and its transmission path'; CLAUDE.md; [255];[264]
E-092,Whether a fault exists at all (the original framing question),untested,Still not settled. The control sample on another 2011-2014 F-150 or Mustang 3.7 at warm idle in Park - the test named from the first night as the one that answers in two minutes what six repairs have not - has never been performed. Ford's stated position on a Mustang 3.7 vibration complaint was that it is normal operation.,assumed,2026-09-05,post_drive,docs/f150-diagnosis.md 'Is this a fault?'; CLAUDE.md; [222];[264]
E-093,Phone accelerometer frequency identification of the felt vibration,untested,"The test that addresses the actual complaint. Should name the family: ~10 Hz engine rock on mounts, ~11 Hz rotational imbalance, ~5.5 Hz one cylinder differing, ~33 Hz firing pulse meaning an isolation problem - and, after the Park/Drive finding, also look for a ~0.28 Hz amplitude modulation. Never performed.",assumed,2026-09-05,post_drive,docs/f150-diagnosis.md 'Accelerometer'; CLAUDE.md; [223];[225]
E-094,"Mount touch test, engine-rock observation, contact hunt and pry-bar mount unloading",untested,Four free hands-on tests specified in detail; none reported as performed.,assumed,2026-09-05,post_drive,"docs/f150-diagnosis.md 'The tests, all free, all hands-on'; [225];[226]"
E-095,Vacuum gauge on the manifold at warm idle,untested,Not for leaks - trims already exclude those - but for combustion character at a bandwidth OBD cannot reach. Steady 18-22 inHg expected. Never performed.,assumed,2026-09-05,post_drive,docs/DATA-REQUESTS.md 'Physical tests'; CLAUDE.md
E-096,Independent rpm measurement (timing-light tach against the app),untested,The direct test of the crank-signal hypothesis. Never performed.,assumed,2026-09-04,pre_purge_valve,docs/DATA-REQUESTS.md 'Physical tests'; CLAUDE.md
E-097,Cold start behaviour of the needle breathing and of the commanded dither,untested,"A cold engine runs open loop, so the catalyst dither does not run at all - capturing Engine RPM plus Fuel/Air com. ratio from the first crank would prove or break the causal chain. Also the only way to learn whether the NEEDLE BREATHING (as opposed to the felt shake, which the owner reports is identical cold and hot) is present cold. Never captured.",assumed,2026-09-05,post_drive,"docs/f150-diagnosis.md 'The test that separates them, and it is free'; 'What still settles it'; CLAUDE.md"
E-098,Permanent DTCs (Mode 0A),untested,"The only code history a clear or a battery disconnect cannot destroy. Requested repeatedly, never read - and the KAM wipe performed with the purge valve replacement happened before it was captured.",assumed,2026-09-05,post_drive,docs/DATA-REQUESTS.md; docs/FIELD-SHEET.md E5; CLAUDE.md
E-099,Freeze frame data,untested,"Requested in the field sheet (session E6); never captured, and erased by the KAM wipe.",assumed,2026-09-05,post_drive,docs/FIELD-SHEET.md E6; docs/DATA-REQUESTS.md
E-100,EVAP system leak (tank and canister),untested,"The Evaporative System monitor is the only one still reading 'Not completed' - it needs fuel-level, temperature and cold-soak conditions not met since the valve was changed. It checks the tank and charcoal canister for vapour leaks, an emissions matter, not the idle question.",measured,2026-09-05,post_drive,docs/f150-diagnosis.md 'Monitor status since DTC reset'; CLAUDE.md; [266]
E-101,PCM calibration out of date (a reflash with no parts),untested,Quick win #3: read the calibration IDs with f150diag survey and ask a Ford dealer whether a later calibration exists for this VIN. Never done.,assumed,2026-09-04,pre_purge_valve,docs/f150-diagnosis.md 'Quick checks'; CLAUDE.md
E-102,"Upstream HO2S switching rate at 2500 rpm (owed repair, separate from the shake)",eliminated,"Carried throughout as a separate owed item because the sensors were 'cleaned' by an unknown method. Closed by the deceleration fuel cut (full-range fast sweeps on both banks) and Mode 06 (0.014 s response against a 0.4 s limit, banks identical).",measured,2026-09-05,post_drive,docs/f150-diagnosis.md 'Concern: the oxygen sensors'; 'What is now closed'; [233];[238];[254]
